
Title,Company,Location,Apply
"b'Data Analyst (Bangkok Based, Relocation Provided)'",b'Agoda',"b'Vancouver, British Columbia, Canada'",b'https://ca.linkedin.com/jobs/view/data-analyst-bangkok-based-relocation-provided-at-agoda-3644669445?refId=tj5eM5p6D%2FPuaNbal%2BrMDA%3D%3D&trackingId=GGjcLvFb6o2V%2FwlkaK5u%2FQ%3D%3D&position=23&pageNum=0&trk=public_jobs_jserp-result_search-card'
b'SAS Macro Developer',b'Tata Consultancy Services',"b'Toronto, Ontario, Canada'",b'https://ca.linkedin.com/jobs/view/sas-macro-developer-at-tata-consultancy-services-3641594104?refId=tj5eM5p6D%2FPuaNbal%2BrMDA%3D%3D&trackingId=0YoFxH8%2B4ilUB5vdFCWdvw%3D%3D&position=24&pageNum=0&trk=public_jobs_jserp-result_search-card'
b'Data Analyst Junior',b'Energy Jobline',"b'Calgary, Alberta, Canada'",b'https://ca.linkedin.com/jobs/view/data-analyst-junior-at-energy-jobline-3644658837?refId=t8cq6ADQQoATqf6ZqyjfmQ%3D%3D&trackingId=kEoKk%2BtjY9HxhPkJHXWyug%3D%3D&position=1&pageNum=0&trk=public_jobs_jserp-result_search-card'
b'Remote BI Data Analyst',b'Affinity',"b'Ontario, Canada'",b'https://ca.linkedin.com/jobs/view/remote-bi-data-analyst-at-affinity-3636860711?refId=t8cq6ADQQoATqf6ZqyjfmQ%3D%3D&trackingId=BLwx8WraaTMFHyBNX0mNSg%3D%3D&position=2&pageNum=0&trk=public_jobs_jserp-result_search-card'
b'Sr. Data Analyst (MDM)',b'BeachHead',"b'Dieppe, New Brunswick, Canada'",b'https://ca.linkedin.com/jobs/view/sr-data-analyst-mdm-at-beachhead-3647189350?refId=t8cq6ADQQoATqf6ZqyjfmQ%3D%3D&trackingId=pGcz%2FAuDWsUlYF0wyHcyMg%3D%3D&position=3&pageNum=0&trk=public_jobs_jserp-result_search-card'
b'International Data Analysis & Visualization Specialist',b'Conestoga College',"b'Kitchener, Ontario, Canada'",b'https://ca.linkedin.com/jobs/view/international-data-analysis-visualization-specialist-at-conestoga-college-3645170011?refId=t8cq6ADQQoATqf6ZqyjfmQ%3D%3D&trackingId=pRMG38SXGJN2%2BaoxN1DiUQ%3D%3D&position=4&pageNum=0&trk=public_jobs_jserp-result_search-card'
b'P2 - Data Analyst',b'Randstad Canada',"b'Dieppe, New Brunswick, Canada'",b'https://ca.linkedin.com/jobs/view/p2-data-analyst-at-randstad-canada-3642133083?refId=t8cq6ADQQoATqf6ZqyjfmQ%3D%3D&trackingId=9RWg41Yvrh41CzjpWtG%2F2w%3D%3D&position=5&pageNum=0&trk=public_jobs_jserp-result_search-card'
b'P2 - Data Analyst',b'Randstad Canada',"b'Dieppe, New Brunswick, Canada'",b'https://ca.linkedin.com/jobs/view/p2-data-analyst-at-randstad-canada-3642133084?refId=t8cq6ADQQoATqf6ZqyjfmQ%3D%3D&trackingId=MopBaKsvo2XY%2BlvLIBHmhw%3D%3D&position=6&pageNum=0&trk=public_jobs_jserp-result_search-card'
"b'Data Analyst, IVR'","b""President's Choice Financial""","b'Toronto, Ontario, Canada'",b'https://ca.linkedin.com/jobs/view/data-analyst-ivr-at-president-s-choice-financial-3642143174?refId=t8cq6ADQQoATqf6ZqyjfmQ%3D%3D&trackingId=IiVbnpgZACvruZfyK4BPsg%3D%3D&position=7&pageNum=0&trk=public_jobs_jserp-result_search-card'
b'Data Engineer',b'VySystems',"b'Toronto, Ontario, Canada'",b'https://ca.linkedin.com/jobs/view/data-engineer-at-vysystems-3647560334?refId=t8cq6ADQQoATqf6ZqyjfmQ%3D%3D&trackingId=Kf4zqaUnOahZYjJTFQsLHw%3D%3D&position=8&pageNum=0&trk=public_jobs_jserp-result_search-card'
b'Business System Analyst',b'Themesoft Inc.',"b'Toronto, Ontario, Canada'",b'https://ca.linkedin.com/jobs/view/business-system-analyst-at-themesoft-inc-3647426180?refId=t8cq6ADQQoATqf6ZqyjfmQ%3D%3D&trackingId=OqSYXUJpGn5etKedsbEl7w%3D%3D&position=9&pageNum=0&trk=public_jobs_jserp-result_search-card'
b'Analyste - Donn\xc3\xa9es et Analytique',b'Air Canada',"b'Dorval, Quebec, Canada'",b'https://ca.linkedin.com/jobs/view/analyste-donn%C3%A9es-et-analytique-at-air-canada-3647448713?refId=t8cq6ADQQoATqf6ZqyjfmQ%3D%3D&trackingId=jy9a0zs3UXt%2FKAyvz2JbGQ%3D%3D&position=10&pageNum=0&trk=public_jobs_jserp-result_search-card'
b'Sr. Data Analyst (Theatres)',b'IMAX',"b'Mississauga, Ontario, Canada'",b'https://ca.linkedin.com/jobs/view/sr-data-analyst-theatres-at-imax-3622942851?refId=t8cq6ADQQoATqf6ZqyjfmQ%3D%3D&trackingId=Ll6oQF3nxRyZyGOiT%2FT%2B3A%3D%3D&position=11&pageNum=0&trk=public_jobs_jserp-result_search-card'
"b'Data Analyst - Adv. Excel (Macros), VBA, MDM'",b'Procom',"b'Dieppe, New Brunswick, Canada'",b'https://ca.linkedin.com/jobs/view/data-analyst-adv-excel-macros-vba-mdm-at-procom-3647440026?refId=t8cq6ADQQoATqf6ZqyjfmQ%3D%3D&trackingId=HsLaV20nzk6HlknIsRGj5A%3D%3D&position=12&pageNum=0&trk=public_jobs_jserp-result_search-card'
b'Data Analyst (Hybrid)',"b'Global Technical Talent, an Inc. 5000 Company'","b'Dieppe, New Brunswick, Canada'",b'https://ca.linkedin.com/jobs/view/data-analyst-hybrid-at-global-technical-talent-an-inc-5000-company-3647441135?refId=t8cq6ADQQoATqf6ZqyjfmQ%3D%3D&trackingId=uBbpDqHM6HcMGeM5tTFeaA%3D%3D&position=13&pageNum=0&trk=public_jobs_jserp-result_search-card'
b'Data Analyst (Hybrid)',"b'Global Technical Talent, an Inc. 5000 Company'","b'Dieppe, New Brunswick, Canada'",b'https://ca.linkedin.com/jobs/view/data-analyst-hybrid-at-global-technical-talent-an-inc-5000-company-3647435705?refId=t8cq6ADQQoATqf6ZqyjfmQ%3D%3D&trackingId=Wpb3ND%2Bo06p0MSgMYgM74Q%3D%3D&position=14&pageNum=0&trk=public_jobs_jserp-result_search-card'
b'Business System Analyst',b'TechPrinciple Consulting Inc',"b'Greater Toronto Area, Canada'",b'https://ca.linkedin.com/jobs/view/business-system-analyst-at-techprinciple-consulting-inc-3642158490?refId=t8cq6ADQQoATqf6ZqyjfmQ%3D%3D&trackingId=YVNAko3cMGlCiPwgmJLo9g%3D%3D&position=15&pageNum=0&trk=public_jobs_jserp-result_search-card'
b'Data Engineer',b'RideCo On-Demand Transit',"b'Waterloo, Ontario, Canada'",b'https://ca.linkedin.com/jobs/view/data-engineer-at-rideco-on-demand-transit-3647445123?refId=t8cq6ADQQoATqf6ZqyjfmQ%3D%3D&trackingId=B390AdvByC3CJCEW2ZfDLg%3D%3D&position=16&pageNum=0&trk=public_jobs_jserp-result_search-card'
b'Business Intelligence Specialist',b'Irving Shipbuilding',"b'Halifax, Nova Scotia, Canada'",b'https://ca.linkedin.com/jobs/view/business-intelligence-specialist-at-irving-shipbuilding-3643129624?refId=t8cq6ADQQoATqf6ZqyjfmQ%3D%3D&trackingId=hkSmJ3A6%2BmnsrrX7%2F36RsQ%3D%3D&position=17&pageNum=0&trk=public_jobs_jserp-result_search-card'
b'Senior Data Advisor & Business Analyst',b'Dalhousie University',"b'Halifax, Nova Scotia, Canada'",b'https://ca.linkedin.com/jobs/view/senior-data-advisor-business-analyst-at-dalhousie-university-3635638680?refId=t8cq6ADQQoATqf6ZqyjfmQ%3D%3D&trackingId=Ot6Gn36VyRwncOOIusKOQw%3D%3D&position=18&pageNum=0&trk=public_jobs_jserp-result_search-card'
b'Business Systems Analyst',b'Canfor',"b'Vancouver, British Columbia, Canada'",b'https://ca.linkedin.com/jobs/view/business-systems-analyst-at-canfor-3647568045?refId=t8cq6ADQQoATqf6ZqyjfmQ%3D%3D&trackingId=75AmA8s41Qo%2FolrEB1LsMg%3D%3D&position=19&pageNum=0&trk=public_jobs_jserp-result_search-card'
b'Sr. Competitive Intelligence Analyst',b'D2L',"b'Kitchener, Ontario, Canada'",b'https://ca.linkedin.com/jobs/view/sr-competitive-intelligence-analyst-at-d2l-3645158898?refId=t8cq6ADQQoATqf6ZqyjfmQ%3D%3D&trackingId=z7Aio6Kifi5wnpmFRhNUFg%3D%3D&position=20&pageNum=0&trk=public_jobs_jserp-result_search-card'
"b'Data Analyst (Bangkok Based, Relocation Provided)'",b'Agoda',"b'Toronto, Ontario, Canada'",b'https://ca.linkedin.com/jobs/view/data-analyst-bangkok-based-relocation-provided-at-agoda-3644667671?refId=t8cq6ADQQoATqf6ZqyjfmQ%3D%3D&trackingId=%2F80jbJdq5MMeJlm3xOqjFA%3D%3D&position=21&pageNum=0&trk=public_jobs_jserp-result_search-card'
b'GSOC Analyst',b'Crisis24',"b'Ottawa, Ontario, Canada'",b'https://ca.linkedin.com/jobs/view/gsoc-analyst-at-crisis24-3644961138?refId=t8cq6ADQQoATqf6ZqyjfmQ%3D%3D&trackingId=D2HtwErV21jc3jLsBdaEaA%3D%3D&position=22&pageNum=0&trk=public_jobs_jserp-result_search-card'
"b'Data Analyst (Bangkok Based, Relocation Provided)'",b'Agoda',"b'Vancouver, British Columbia, Canada'",b'https://ca.linkedin.com/jobs/view/data-analyst-bangkok-based-relocation-provided-at-agoda-3644669445?refId=t8cq6ADQQoATqf6ZqyjfmQ%3D%3D&trackingId=aSsBM6C7S3GPA4SKIwIiFw%3D%3D&position=23&pageNum=0&trk=public_jobs_jserp-result_search-card'
b'SAS Macro Developer',b'Tata Consultancy Services',"b'Toronto, Ontario, Canada'",b'https://ca.linkedin.com/jobs/view/sas-macro-developer-at-tata-consultancy-services-3641594104?refId=t8cq6ADQQoATqf6ZqyjfmQ%3D%3D&trackingId=XxNaphRrR9%2FdYvSj7U8ldg%3D%3D&position=24&pageNum=0&trk=public_jobs_jserp-result_search-card'
b'Data Analyst Junior',b'Energy Jobline',"b'Calgary, Alberta, Canada'",b'https://ca.linkedin.com/jobs/view/data-analyst-junior-at-energy-jobline-3644658837?refId=6zUgjmfhmANlaWABOLcZBw%3D%3D&trackingId=4iOv5ZSsdVGc7KTou1H1aw%3D%3D&position=1&pageNum=0&trk=public_jobs_jserp-result_search-card'
b'Sr. Data Analyst (MDM)',b'BeachHead',"b'Dieppe, New Brunswick, Canada'",b'https://ca.linkedin.com/jobs/view/sr-data-analyst-mdm-at-beachhead-3647189350?refId=6zUgjmfhmANlaWABOLcZBw%3D%3D&trackingId=0Jn9sf%2FOEaOCsDS7pIltdw%3D%3D&position=2&pageNum=0&trk=public_jobs_jserp-result_search-card'
"b'Data Analyst, IVR'","b""President's Choice Financial""","b'Toronto, Ontario, Canada'",b'https://ca.linkedin.com/jobs/view/data-analyst-ivr-at-president-s-choice-financial-3642143174?refId=6zUgjmfhmANlaWABOLcZBw%3D%3D&trackingId=1PB0RBZDIj8UENm%2FypwELw%3D%3D&position=3&pageNum=0&trk=public_jobs_jserp-result_search-card'
b'Data Visualization Analyst',b'CGI',"b'Toronto, Ontario, Canada'",b'https://ca.linkedin.com/jobs/view/data-visualization-analyst-at-cgi-3647577016?refId=6zUgjmfhmANlaWABOLcZBw%3D%3D&trackingId=Tt%2Bi7jAVLgGxeRSd%2BJHxHQ%3D%3D&position=4&pageNum=0&trk=public_jobs_jserp-result_search-card'
b'Remote BI Data Analyst',b'Affinity',"b'Ontario, Canada'",b'https://ca.linkedin.com/jobs/view/remote-bi-data-analyst-at-affinity-3636860711?refId=6zUgjmfhmANlaWABOLcZBw%3D%3D&trackingId=msYU%2FW9Bid9DoY8xeB8lgQ%3D%3D&position=5&pageNum=0&trk=public_jobs_jserp-result_search-card'
b'Data Analyst (Hybrid)',"b'Global Technical Talent, an Inc. 5000 Company'","b'Dieppe, New Brunswick, Canada'",b'https://ca.linkedin.com/jobs/view/data-analyst-hybrid-at-global-technical-talent-an-inc-5000-company-3647441135?refId=6zUgjmfhmANlaWABOLcZBw%3D%3D&trackingId=mQA27afn6guMpwyiNngykw%3D%3D&position=6&pageNum=0&trk=public_jobs_jserp-result_search-card'
b'P2 - Data Analyst',b'Randstad Canada',"b'Dieppe, New Brunswick, Canada'",b'https://ca.linkedin.com/jobs/view/p2-data-analyst-at-randstad-canada-3642133083?refId=6zUgjmfhmANlaWABOLcZBw%3D%3D&trackingId=%2FdQRU%2Fo1KSIsVApic2dkFA%3D%3D&position=7&pageNum=0&trk=public_jobs_jserp-result_search-card'
b'International Data Analysis & Visualization Specialist',b'Conestoga College',"b'Kitchener, Ontario, Canada'",b'https://ca.linkedin.com/jobs/view/international-data-analysis-visualization-specialist-at-conestoga-college-3645170011?refId=6zUgjmfhmANlaWABOLcZBw%3D%3D&trackingId=BJZ2pyRoyOD4G6oaQegkNw%3D%3D&position=8&pageNum=0&trk=public_jobs_jserp-result_search-card'
b'Data Analyst (Hybrid)',"b'Global Technical Talent, an Inc. 5000 Company'","b'Dieppe, New Brunswick, Canada'",b'https://ca.linkedin.com/jobs/view/data-analyst-hybrid-at-global-technical-talent-an-inc-5000-company-3647435705?refId=6zUgjmfhmANlaWABOLcZBw%3D%3D&trackingId=GNxt5r93mc%2BQ77bWKJk8DA%3D%3D&position=9&pageNum=0&trk=public_jobs_jserp-result_search-card'
b'P2 - Data Analyst',b'Randstad Canada',"b'Dieppe, New Brunswick, Canada'",b'https://ca.linkedin.com/jobs/view/p2-data-analyst-at-randstad-canada-3642133084?refId=6zUgjmfhmANlaWABOLcZBw%3D%3D&trackingId=mP6Ud9qBXS%2Fm6fUOEyfi7g%3D%3D&position=10&pageNum=0&trk=public_jobs_jserp-result_search-card'
b'Data Scientist',b'UnifierAI',"b'Toronto, Ontario, Canada'",b'https://ca.linkedin.com/jobs/view/data-scientist-at-unifierai-3642153879?refId=6zUgjmfhmANlaWABOLcZBw%3D%3D&trackingId=4YEECoPjyS379MXTmj6gMA%3D%3D&position=11&pageNum=0&trk=public_jobs_jserp-result_search-card'
"b'Data Analyst - Adv. Excel (Macros), VBA, MDM'",b'Procom',"b'Dieppe, New Brunswick, Canada'",b'https://ca.linkedin.com/jobs/view/data-analyst-adv-excel-macros-vba-mdm-at-procom-3647440026?refId=6zUgjmfhmANlaWABOLcZBw%3D%3D&trackingId=Xbx1psYglaqFEh6Wm2Uj3A%3D%3D&position=12&pageNum=0&trk=public_jobs_jserp-result_search-card'
b'Sr. Data Analyst (Theatres)',b'IMAX',"b'Mississauga, Ontario, Canada'",b'https://ca.linkedin.com/jobs/view/sr-data-analyst-theatres-at-imax-3622942851?refId=6zUgjmfhmANlaWABOLcZBw%3D%3D&trackingId=ICw%2FwazPTXM%2B4Hjr4%2F4v6w%3D%3D&position=13&pageNum=0&trk=public_jobs_jserp-result_search-card'
b'Data Engineer',b'VySystems',"b'Toronto, Ontario, Canada'",b'https://ca.linkedin.com/jobs/view/data-engineer-at-vysystems-3647560334?refId=6zUgjmfhmANlaWABOLcZBw%3D%3D&trackingId=Ats4pdS99M71NEkIj6OYUA%3D%3D&position=14&pageNum=0&trk=public_jobs_jserp-result_search-card'
b'Business Analyst',b'Troyer Ventures Ltd.',"b'Fort St John, British Columbia, Canada'",b'https://ca.linkedin.com/jobs/view/business-analyst-at-troyer-ventures-ltd-3642137303?refId=6zUgjmfhmANlaWABOLcZBw%3D%3D&trackingId=LOJ3TD743Wb1oY9E1o5Weg%3D%3D&position=15&pageNum=0&trk=public_jobs_jserp-result_search-card'
b'Business Intelligence Specialist',b'Irving Shipbuilding',"b'Halifax, Nova Scotia, Canada'",b'https://ca.linkedin.com/jobs/view/business-intelligence-specialist-at-irving-shipbuilding-3643129624?refId=6zUgjmfhmANlaWABOLcZBw%3D%3D&trackingId=CeM3vZlqTwUC3RBx8aAVXQ%3D%3D&position=16&pageNum=0&trk=public_jobs_jserp-result_search-card'
b'Business System Analyst',b'TechPrinciple Consulting Inc',"b'Greater Toronto Area, Canada'",b'https://ca.linkedin.com/jobs/view/business-system-analyst-at-techprinciple-consulting-inc-3642158490?refId=6zUgjmfhmANlaWABOLcZBw%3D%3D&trackingId=Gac3vcy4NKPHyD%2FS%2FO830Q%3D%3D&position=17&pageNum=0&trk=public_jobs_jserp-result_search-card'
b'Operations Specialist - Finance Datamart - BI & Analytics',b'Lloyds Banking Group',"b'New Brunswick, Canada'",b'https://ca.linkedin.com/jobs/view/operations-specialist-finance-datamart-bi-analytics-at-lloyds-banking-group-3646946026?refId=6zUgjmfhmANlaWABOLcZBw%3D%3D&trackingId=aDKXBXzLg7wRLKhx0UG0AQ%3D%3D&position=18&pageNum=0&trk=public_jobs_jserp-result_search-card'
b'Data Engineer',b'RideCo On-Demand Transit',"b'Waterloo, Ontario, Canada'",b'https://ca.linkedin.com/jobs/view/data-engineer-at-rideco-on-demand-transit-3647445123?refId=6zUgjmfhmANlaWABOLcZBw%3D%3D&trackingId=1SIbYhsrvT1%2FBbKzRmpg0g%3D%3D&position=19&pageNum=0&trk=public_jobs_jserp-result_search-card'
"b'Data Analyst (Bangkok Based, Relocation Provided)'",b'Agoda',"b'Toronto, Ontario, Canada'",b'https://ca.linkedin.com/jobs/view/data-analyst-bangkok-based-relocation-provided-at-agoda-3644667671?refId=6zUgjmfhmANlaWABOLcZBw%3D%3D&trackingId=3yidj%2FAcjVlywfA7Iz2jRw%3D%3D&position=20&pageNum=0&trk=public_jobs_jserp-result_search-card'
"b'Data Analyst (Bangkok Based, Relocation Provided)'",b'Agoda',"b'Vancouver, British Columbia, Canada'",b'https://ca.linkedin.com/jobs/view/data-analyst-bangkok-based-relocation-provided-at-agoda-3644669445?refId=6zUgjmfhmANlaWABOLcZBw%3D%3D&trackingId=zSZDkLDiR9frn1UJK27zJA%3D%3D&position=21&pageNum=0&trk=public_jobs_jserp-result_search-card'
b'Business System Analyst',b'Themesoft Inc.',"b'Toronto, Ontario, Canada'",b'https://ca.linkedin.com/jobs/view/business-system-analyst-at-themesoft-inc-3647426180?refId=6zUgjmfhmANlaWABOLcZBw%3D%3D&trackingId=5p7lvorPfeC8iAYnjzw3mA%3D%3D&position=22&pageNum=0&trk=public_jobs_jserp-result_search-card'
b'CX Analyst',b'Philip Morris International',"b'Toronto, Ontario, Canada'",b'https://ca.linkedin.com/jobs/view/cx-analyst-at-philip-morris-international-3646958730?refId=6zUgjmfhmANlaWABOLcZBw%3D%3D&trackingId=CloP%2FMtooQaagwfrAZIxRw%3D%3D&position=23&pageNum=0&trk=public_jobs_jserp-result_search-card'
b'Data Scientist / Engineer - Freelance [Remote]',b'Braintrust',"b'Ottawa, Ontario, Canada'",b'https://ca.linkedin.com/jobs/view/data-scientist-engineer-freelance-remote-at-braintrust-3647561548?refId=6zUgjmfhmANlaWABOLcZBw%3D%3D&trackingId=4GfUWk0a3RB2oIo3He9iOw%3D%3D&position=24&pageNum=0&trk=public_jobs_jserp-result_search-card'
b'Business Systems Analyst',b'Canada Life',"b'Toronto, Ontario, Canada'",b'https://ca.linkedin.com/jobs/view/business-systems-analyst-at-canada-life-3637705381?refId=6zUgjmfhmANlaWABOLcZBw%3D%3D&trackingId=OZeCPb8N2B5UaTjnPspk6A%3D%3D&position=25&pageNum=0&trk=public_jobs_jserp-result_search-card'
